"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
"Dec 31, 2016",32.43,"Loblaws Ottawa, ON"
